ID,Faction,Instance_ID,Supercedes,Title_lang[0],Title_lang[1],Title_lang[2],Title_lang[3],Title_lang[4],Title_lang[5],Title_lang[6],Title_lang[7],Title_lang[8],Title_lang[9],Title_lang[10],Title_lang[11],Title_lang[12],Title_lang[13],Title_lang[14],Title_lang[15],Title_lang_mask,Description_lang[0],Description_lang[1],Description_lang[2],Description_lang[3],Description_lang[4],Description_lang[5],Description_lang[6],Description_lang[7],Description_lang[8],Description_lang[9],Description_lang[10],Description_lang[11],Description_lang[12],Description_lang[13],Description_lang[14],Description_lang[15],Description_lang_mask,Category,Points,Ui_order,Flags,IconID,Reward_lang[0],Reward_lang[1],Reward_lang[2],Reward_lang[3],Reward_lang[4],Reward_lang[5],Reward_lang[6],Reward_lang[7],Reward_lang[8],Reward_lang[9],Reward_lang[10],Reward_lang[11],Reward_lang[12],Reward_lang[13],Reward_lang[14],Reward_lang[15],Reward_lang_mask,Minimum_criteria,Shares_criteria
472,-1,-1,0,Knight-Lieutenant,,,,,,,,,,,,,,,,16711778,"Earned the title, ""Knight-Lieutenant"".",,,,,,,,,,,,,,,,16711776,81,0,39,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
578,-1,533,0,Naxxramas: Kel'Thuzad Hardcore - 8 people (10 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,"In the 10 person mode of Naxxramas, slay Kel'Thuzad with only 8 people.",,,,,,,,,,,,,,,,16711744,14806,25,39,0,61,,,,,,,,,,,,,,,,,16711748,0,0
1010,-1,-1,0,Northrend Vanguard,,,,,,,,,,,,,,,,16711748,"Gain exalted reputation with the Argent Crusade, Wyrmrest Accord, Kirin Tor and Knights of the Ebon Blade.",,,,,,,,,,,,,,,,16711748,201,20,39,0,2207,,,,,,,,,,,,,,,,,16711684,0,0
695,-1,534,0,Defeat The Battle for Mount Hyjal,,,,,,,,,,,,,,,,16711750,Defeat Archimonde in The Battle for Mount Hyjal.,,,,,,,,,,,,,,,,16711750,14805,5,39,0,161,,,,,,,,,,,,,,,,,16711748,0,0
697,-1,564,0,Defeat The Black Temple,,,,,,,,,,,,,,,,16711750,Defeat Illidan Stormrage in The Black Temple.,,,,,,,,,,,,,,,,16711748,14805,5,40,0,2596,,,,,,,,,,,,,,,,,16711748,0,0
1011,0,-1,0,The Winds of the North,,,,,,,,,,,,,,,,16711748,"Gain exalted reputation with Warsong Offensive, The Hand of Vengeance and The Taunka.",,,,,,,,,,,,,,,,16711684,201,20,40,0,2625,,,,,,,,,,,,,,,,,16711684,0,0
579,-1,533,0,Naxxramas: Kel'Thuzad Hardcore - 20 people (25 person) <PH> <NYI> ,,,,,,,,,,,,,,,,16711748,"In the 25 person mode of Naxxramas, slay Kel'Thuzad with only 20 people.",,,,,,,,,,,,,,,,16711744,14806,50,40,0,61,,,,,,,,,,,,,,,,,16711748,0,0
438,-1,-1,0,Knight-Captain,,,,,,,,,,,,,,,,16711778,"Earned the title, ""Knight-Captain"".",,,,,,,,,,,,,,,,16711776,81,0,40,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
1157,-1,-1,0,Duel-icious <NYI>,,,,,,,,,,,,,,,,7274496,Win a duel against another player.,,,,,,,,,,,,,,,,7274496,95,0,40,0,2023,,,,,,,,,,,,,,,,,7274496,0,0
622,-1,616,0,Defeat Malygos (10 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Defeat Malygos.,,,,,,,,,,,,,,,,16711748,14806,10,41,0,1700,,,,,,,,,,,,,,,,,16711748,0,0
437,-1,-1,0,Knight-Champion,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Knight-Champion"".",,,,,,,,,,,,,,,,16711780,81,0,41,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
1012,1,-1,0,The Winds of the North,,,,,,,,,,,,,,,,16711748,"Gain exalted reputation with Valiance Expedition, Explorer's League and The Silver Covenant.",,,,,,,,,,,,,,,,16711748,201,20,41,0,2413,,,,,,,,,,,,,,,,,16711684,0,0
1158,-1,-1,0,Duel Identity <NYI>,,,,,,,,,,,,,,,,7274496,Win a duel against another player of your class.,,,,,,,,,,,,,,,,7274496,95,0,41,0,2023,,,,,,,,,,,,,,,,,7274496,0,0
698,-1,580,0,Defeat Sunwell Plateau,,,,,,,,,,,,,,,,16711750,Defeat Kil'jaeden in Sunwell Plateau.,,,,,,,,,,,,,,,,16711748,14805,5,41,0,2807,,,,,,,,,,,,,,,,,16711748,0,0
436,-1,-1,0,Lieutenant Commander,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Lieutenant Commander"".",,,,,,,,,,,,,,,,16711780,81,0,42,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
623,-1,616,0,Defeat Malygos (25 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Defeat Malygos.,,,,,,,,,,,,,,,,16711748,14806,25,42,0,1700,,,,,,,,,,,,,,,,,16711748,0,0
230,1,-1,0,Battlemaster,,,,,,,,,,,,,,,,0,Complete the Player vs. Player achievements listed below.,,,,,,,,,,,,,,,,0,95,50,42,0,239,Battlemaster Title,,,,,,,,,,,,,,,,0,0,0
435,-1,-1,0,Commander,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Commander"".",,,,,,,,,,,,,,,,16711780,81,0,43,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
624,-1,615,0,Defeat Sartharion the Onyx Guardian (10 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Defeat Sartharion the Onyx Guardian.,,,,,,,,,,,,,,,,16711748,14806,10,43,0,1699,,,,,,,,,,,,,,,,,16711748,0,0
1175,0,-1,0,Battlemaster (horde),,,,,,,,,,,,,,,,0,Complete the Player vs. Player achievements listed below.,,,,,,,,,,,,,,,,0,95,50,43,0,239,Battlemaster Title,,,,,,,,,,,,,,,,0,0,0
473,-1,-1,0,Marshal,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Marshal"".",,,,,,,,,,,,,,,,16711780,81,0,44,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
625,-1,615,0,Defeat Sartharion the Onyx Guardian (25 person) <PH> <NYI>,,,,,,,,,,,,,,,,16711748,Defeat Sartharion the Onyx Guardian.,,,,,,,,,,,,,,,,16711748,14806,25,44,0,1699,,,,,,,,,,,,,,,,,16711748,0,0
434,-1,-1,0,Field Marshal,,,,,,,,,,,,,,,,16712038,"Earned the title, ""Field Marshal"".",,,,,,,,,,,,,,,,16711780,81,0,45,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
433,-1,-1,0,Grand Marshal,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Grand Marshal"".",,,,,,,,,,,,,,,,16711780,81,0,46,0,1704,,,,,,,,,,,,,,,,,16711748,0,0
432,-1,-1,0,Champion of the Naaru,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Champion of the Naaru"".",,,,,,,,,,,,,,,,16711780,81,0,47,0,2843,,,,,,,,,,,,,,,,,16711748,0,0
431,-1,-1,0,Hand of A'dal,,,,,,,,,,,,,,,,16711782,"Earned the title, ""Hand of A'dal"".",,,,,,,,,,,,,,,,16711780,81,0,48,0,2570,,,,,,,,,,,,,,,,,16711748,0,0
871,-1,-1,0,"Avast Ye, Admiral!",,,,,,,,,,,,,,,,16712004,Obtain the Bloodsail Admiral's Hat... and try to get some fresh air every now and then.,,,,,,,,,,,,,,,,16711748,81,0,49,0,2421,,,,,,,,,,,,,,,,,16711748,0,0
879,-1,-1,0,Old School Ride,,,,,,,,,,,,,,,,16711748,Owner of one of the original epic mounts that are no longer attainable.,,,,,,,,,,,,,,,,16711748,81,0,50,0,1177,,,,,,,,,,,,,,,,,16711748,1,0
729,-1,-1,0,Deathcharger's Reins,,,,,,,,,,,,,,,,16712006,Obtain the Deathcharger's Reins from Baron Rivendare in Stratholme.,,,,,,,,,,,,,,,,16711748,81,0,51,0,1241,,,,,,,,,,,,,,,,,16711748,0,0
980,-1,-1,0,The Horseman's Reins,,,,,,,,,,,,,,,,16711750,Obtain The Horseman's Reins from The Headless Horseman in the Scarlet Monastery during Hallow's End.,,,,,,,,,,,,,,,,16711748,81,0,52,0,2628,,,,,,,,,,,,,,,,,16711748,0,0
880,-1,-1,0,Swift Zulian Tiger,,,,,,,,,,,,,,,,16711750,Obtain the Swift Zulian Tiger from High Priest Thekal in Zul'Gurub.,,,,,,,,,,,,,,,,16711748,81,0,53,0,1181,,,,,,,,,,,,,,,,,16711748,0,0
881,-1,-1,0,Swift Razzashi Raptor,,,,,,,,,,,,,,,,16711746,Obtain the Swift Razzashi Raptor from Bloodlord Mandokir in Zul'Gurub.,,,,,,,,,,,,,,,,16711744,81,0,54,0,1180,,,,,,,,,,,,,,,,,16711748,0,0
882,-1,-1,0,Fiery Warhorse's Reins,,,,,,,,,,,,,,,,16711750,Obtain the Fiery Warhorse's Reins from Attumen the Huntsman in Karazhan.,,,,,,,,,,,,,,,,16711748,81,0,55,0,1715,,,,,,,,,,,,,,,,,16711748,0,0
883,-1,-1,0,Reins of the Raven Lord,,,,,,,,,,,,,,,,16711750,Obtain the Reins of the Raven Lord from Anzu in Sethekk Halls.,,,,,,,,,,,,,,,,16711748,81,0,56,0,2467,,,,,,,,,,,,,,,,,16711748,0,0
884,-1,-1,0,Swift White Hawkstrider,,,,,,,,,,,,,,,,16711746,Obtain the Swift White Hawkstrider from Kael'thas Sunstrider in Magister's Terrace.,,,,,,,,,,,,,,,,16711744,81,0,57,0,2399,,,,,,,,,,,,,,,,,16711748,0,0
885,-1,-1,0,Ashes of Al'ar,,,,,,,,,,,,,,,,16711782,Obtain the Ashes of Al'ar from Kael'thas Sunstrider in Tempest Keep.,,,,,,,,,,,,,,,,16711748,81,0,58,0,1927,,,,,,,,,,,,,,,,,16711748,0,0
886,-1,-1,0,Swift Nether Drake,,,,,,,,,,,,,,,,16711750,Obtain the Swift Nether Drake from Arena Season 1 of The Burning Crusade.,,,,,,,,,,,,,,,,16711748,81,0,59,0,2333,,,,,,,,,,,,,,,,,16711748,0,0
887,-1,-1,0,Merciless Nether Drake,,,,,,,,,,,,,,,,16711750,Obtain the Merciless Nether Drake from Arena Season 2 of The Burning Crusade.,,,,,,,,,,,,,,,,16711748,81,0,60,0,2333,,,,,,,,,,,,,,,,,16711748,0,0
888,-1,-1,0,Vengeful Nether Drake,,,,,,,,,,,,,,,,16711746,Obtain the Merciless Nether Drake from Arena Season 3 of The Burning Crusade.,,,,,,,,,,,,,,,,16711744,81,0,61,0,2333,,,,,,,,,,,,,,,,,16711748,0,0
430,-1,-1,0,Amani War Bear,,,,,,,,,,,,,,,,16711782,Owner of Amani War Bear.,,,,,,,,,,,,,,,,16711750,81,0,62,0,957,,,,,,,,,,,,,,,,,16711748,0,0
424,-1,-1,0,Why? Because It's Red,,,,,,,,,,,,,,,,16711750,Obtain a Red Qiraji Resonating Crystal.,,,,,,,,,,,,,,,,16711750,81,0,63,0,1812,,,,,,,,,,,,,,,,,16711748,0,0
429,-1,-1,0,"Sulfuras, Hand of Ragnaros",,,,,,,,,,,,,,,,16711750,"Owner of Sulfuras, Hand of Ragnaros.",,,,,,,,,,,,,,,,16711750,81,0,64,0,2444,,,,,,,,,,,,,,,,,16711748,0,0
428,-1,-1,0,"Thunderfury, Blessed Blade of the Windseeker",,,,,,,,,,,,,,,,16711748,"Completed the quest to obtain Thunderfury, Blessed Blade of the Windseeker.",,,,,,,,,,,,,,,,16711748,81,0,65,0,2756,,,,,,,,,,,,,,,,,16711748,0,0
425,-1,-1,0,"Atiesh, Greatstaff of the Guardian",,,,,,,,,,,,,,,,16711782,"Completed the quest to obtain Atiesh, Greatstaff of the Guardian.",,,,,,,,,,,,,,,,16711746,81,0,66,0,2757,,,,,,,,,,,,,,,,,16711748,1,0
426,-1,-1,0,Warglaives of Azzinoth,,,,,,,,,,,,,,,,16711750,Owner of a set of Warglaives of Azzinoth.,,,,,,,,,,,,,,,,16711750,81,0,67,0,2596,,,,,,,,,,,,,,,,,16711748,0,0
725,-1,-1,0,"Thori'dal, the Stars' Fury",,,,,,,,,,,,,,,,16711750,"Owner of Thori'dal, the Stars' Fury.",,,,,,,,,,,,,,,,16711748,81,0,68,0,2842,,,,,,,,,,,,,,,,,16711748,0,0
417,-1,-1,0,Gladiator <PH> <NYI>,,,,,,,,,,,,,,,,16711782,"Achieved Gladiator title, Season 1.",,,,,,,,,,,,,,,,16711778,81,0,69,0,4,,,,,,,,,,,,,,,,,16711748,0,0
418,-1,-1,0,Merciless Gladiator <PH> <NYI>,,,,,,,,,,,,,,,,16711782,"Achieved Merciless Gladiator title, Season 2.",,,,,,,,,,,,,,,,16711782,81,0,70,0,4,,,,,,,,,,,,,,,,,16711748,0,0
419,-1,-1,0,Vengeful Gladiator <PH> <NYI>,,,,,,,,,,,,,,,,16712036,"Achieved Vengeful Gladiator title, Season 3.",,,,,,,,,,,,,,,,16711776,81,0,71,0,4,,,,,,,,,,,,,,,,,16711748,0,0
420,-1,-1,0,Brutal Gladiator <PH> <NYI>,,,,,,,,,,,,,,,,16711780,"Achieved Brutal Gladiator title, Season 4.",,,,,,,,,,,,,,,,16711780,81,0,72,0,4,,,,,,,,,,,,,,,,,16711748,0,0
416,-1,-1,0,Scarab Lord,,,,,,,,,,,,,,,,16711750,Opened the gates of Ahn'Qiraj.,,,,,,,,,,,,,,,,16711748,81,0,73,0,2758,,,,,,,,,,,,,,,,,16711748,0,0
411,-1,-1,0,Murky,,,,,,,,,,,,,,,,16711750,"Proud owner of Murky from the 2005 BlizzCon in Anaheim, California.",,,,,,,,,,,,,,,,16711748,81,0,74,0,2316,,,,,,,,,,,,,,,,,16711748,0,0
412,-1,-1,0,Murloc Costume,,,,,,,,,,,,,,,,16711750,"Proud owner of the Murloc Costume from the 2007 BlizzCon in Anaheim, California.",,,,,,,,,,,,,,,,16711748,81,0,75,0,1751,,,,,,,,,,,,,,,,,16711748,0,0
415,-1,-1,0,BlizzCon '08 <ph>,,,,,,,,,,,,,,,,16711748,Attended BlizzCon '08.,,,,,,,,,,,,,,,,16711782,81,0,76,0,4,,,,,,,,,,,,,,,,,16711748,0,0
414,-1,-1,0,Tyrael's Hilt,,,,,,,,,,,,,,,,16711748,"Proud owner of Tyrael's Hilt from the 2008 World Wide Invitational in Paris, France.",,,,,,,,,,,,,,,,16711748,81,0,77,0,2657,,,,,,,,,,,,,,,,,16711748,0,0
456,-1,-1,0,<Chamber of Aspects Boss> Slayer <PH> <NYI>,,,,,,,,,,,,,,,,16711780,Server first<Chamber of Aspects Boss> kill.,,,,,,,,,,,,,,,,16711780,81,0,78,0,2598,,,,,,,,,,,,,,,,,16711748,0,0
455,-1,-1,0,Kel'Thuzad Slayer <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Server first Kel'Thuzad kill.,,,,,,,,,,,,,,,,16711748,81,0,79,0,4,,,,,,,,,,,,,,,,,16711748,0,0
413,-1,-1,0,Malygos Slayer <PH> <NYI>,,,,,,,,,,,,,,,,16711750,Server first Malygos kill.,,,,,,,,,,,,,,,,16711750,81,0,80,0,1700,,,,,,,,,,,,,,,,,16711748,0,0
955,-1,-1,0,Hydraxian Waterlords,,,,,,,,,,,,,,,,16711750,Earn exalted status with the Hydraxian Waterlords.,,,,,,,,,,,,,,,,16711748,81,0,81,0,2134,,,,,,,,,,,,,,,,,16711748,0,0
956,-1,-1,0,Brood of Nozdormu,,,,,,,,,,,,,,,,16712002,Earn exalted status with the Brood of Nozdormu.,,,,,,,,,,,,,,,,16711744,81,0,82,0,1701,,,,,,,,,,,,,,,,,16711748,0,0
957,-1,-1,0,Hero of the Zandalar Tribe,,,,,,,,,,,,,,,,16711750,Earn exalted status with the Zandalar Tribe.,,,,,,,,,,,,,,,,16711748,81,0,83,0,2745,,,,,,,,,,,,,,,,,16711748,0,0
958,-1,-1,0,Sworn to the Deathsworn,,,,,,,,,,,,,,,,16711748,Earn exalted status with the Ashtongue Deathsworn.,,,,,,,,,,,,,,,,16711748,81,0,84,0,2027,,,,,,,,,,,,,,,,,16711748,0,0
959,-1,-1,0,The Scale of the Sands,,,,,,,,,,,,,,,,16712002,Earn exalted status with The Scale of the Sands.,,,,,,,,,,,,,,,,16711744,81,0,85,0,2937,,,,,,,,,,,,,,,,,16711748,0,0
960,-1,-1,0,The Violet Eye,,,,,,,,,,,,,,,,16711750,Earn exalted status with The Violet Eye.,,,,,,,,,,,,,,,,16711748,81,0,86,0,1487,,,,,,,,,,,,,,,,,16711748,0,0
